0,0,23,1,5,0,53,0,0
0,0,58,2,1,3,14.881,0,0
0,0,47,3,1,2,3.1050000000000004,0,0
0,0,51,4,1,2,5.840999999999999,0,0
0,0,36,3,1,2,2.771000000000001,0,0
0,0,56,2,1,1,3.9400000000000013,0,0
0,0,43,2,1,0,2.163999999999998,0,0
0,0,54,3,1,2,3.6020000000000003,0,0
0,0,43,3,1,1,3.0710000000000015,0,0
0,0,44,2,1,1,2.3739999999999952,0,0
0,0,52,2,1,1,3.4720000000000013,0,0
0,0,22,1,3,0,8.806000000000004,0,0
1,0,27,2,1,0,1.9719999999999942,0,0
0,0,22,0,1,1,9.536000000000001,1,0
0,0,53,3,1,1,3.3740000000000023,0,0
0,0,46,4,1,0,3.6999999999999997,2,0
0,0,62,5,1,0,2.543000000000001,0,0
0,0,66,5,1,2,3.5039999999999996,1,0
1,0,74,6,1,3,3.1950000000000003,2,0
0,0,41,1,1,3,2.3389999999999986,1,0
0,0,40,3,1,3,1.801000000000002,2,0
0,0,50,3,1,2,2.7349999999999994,1,0
0,0,27,2,1,1,2.3039999999999985,1,0
0,0,33,2,4,0,2.6660000000000004,0,0
0,0,33,0,1,1,3.0450000000000017,1,0
0,0,37,2,1,2,3.0019999999999953,2,0
0,0,31,0,1,1,3.2650000000000006,0,0
0,0,26,0,4,0,17.012,0,0
0,0,18,0,1,2,11.450000000000003,0,0
0,0,20,0,1,2,0.0,0,0
0,0,32,1,1,1,24.73,0,0
0,0,24,1,6,0,0.0,0,0
0,0,35,2,1,0,2.261999999999997,0,0
0,0,24,1,6,0,0.0,0,0
0,0,39,2,1,0,2.838000000000001,0,0
0,0,24,1,6,0,0.0,0,0
0,0,34,1,1,1,3.698999999999998,0,0
0,0,24,1,6,0,0.0,0,0
0,0,34,1,1,1,2.307000000000002,0,0
0,0,24,1,6,0,0.0,0,0
0,0,23,1,1,1,3.064,0,0
0,0,30,1,1,3,0.0,1,0
0,0,27,1,7,0,9.043,0,0
0,0,20,1,1,0,4.270000000000003,0,0
1,0,9,1,0,0,0.0,0,0
0,0,27,1,7,0,2.110999999999997,0,0
0,0,27,1,7,0,3.7010000000000005,0,0
0,0,27,1,7,0,8.447,0,0
1,0,23,1,1,1,2.399000000000001,0,0
0,0,15,0,1,1,3.606,1,0
0,0,30,2,1,3,3.696999999999999,0,0
0,0,33,1,1,0,3.7379999999999995,1,0
0,0,27,1,7,0,1.5410000000000004,0,0
1,0,8,0,1,0,1.5919999999999987,0,0
0,0,24,1,6,0,0.0,0,0
0,0,27,1,7,0,7.881000000000004,0,0
0,0,22,1,3,0,2.732999999999997,0,0
0,0,27,1,7,0,3.267000000000003,0,0
0,0,22,1,3,0,2.7789999999999964,0,0
0,0,30,1,1,0,2.0350000000000037,0,0
0,0,18,1,1,0,14.043,1,0
1,0,5,0,0,0,20.214,0,0
0,0,9,0,6,0,24.229,0,0
0,0,19,2,1,1,2.131999999999998,0,0
0,0,17,1,1,0,8.141000000000005,0,1
0,0,60,5,1,3,4.241,0,0
0,0,34,3,1,2,2.0079999999999956,0,0
0,0,11,1,6,0,12.17,0,0
1,0,5,0,0,0,5.045000000000002,0,0
0,0,10,0,18,0,0.7289999999999992,0,0
0,0,10,1,13,0,1.7360000000000007,0,0
0,0,18,2,1,0,3.3729999999999976,1,0
0,0,24,2,1,0,4.300000000000001,1,0
0,0,32,2,1,1,120,0,0
0,0,24,2,1,0,1.9369999999999998,1,0
0,0,10,1,1,1,2.197,0,0
0,0,12,1,11,0,0.0,0,0
0,0,22,1,1,2,5.035,0,0
0,0,37,2,1,1,0.0,0,0
0,0,47,3,1,0,8.115,0,0
0,0,55,6,1,1,2.062999999999999,0,0
1,0,4,0,0,0,1.8070000000000022,0,0
0,0,5,1,0,0,0.0,0,0
1,0,32,0,1,1,3.532,1,0
0,0,44,3,1,2,3.2399999999999984,2,0
0,0,23,0,1,0,1.5410000000000004,0,0
0,0,11,0,1,1,0.0,0,0
0,0,8,1,1,1,1.5579999999999998,0,0
0,0,11,0,2,0,2.969000000000001,1,0
0,0,4,0,0,0,0.0,0,0
0,0,9,0,1,1,3.2759999999999962,0,0
0,0,10,0,18,0,0.0,0,0
0,0,15,0,1,0,2.405000000000001,0,0
0,0,16,1,1,0,2.9370000000000047,0,0
1,0,7,1,1,0,1.7979999999999947,0,0
0,0,7,0,0,1,0.0,0,0
0,0,35,3,1,0,2.7349999999999994,1,0
0,0,12,0,2,0,0.0,0,0
0,0,22,0,1,0,3.4070000000000036,0,0
0,0,3,0,0,0,2.3689999999999998,0,0
0,0,40,4,1,0,2.5619999999999976,1,0
0,0,3,0,0,0,2.673000000000002,0,0
0,0,26,1,1,1,2.9410000000000025,0,0
0,0,18,0,1,1,1.4,0,0
0,0,16,1,2,0,1.7660000000000005,0,0
0,0,36,3,1,2,1.5629999999999997,0,0
0,0,25,3,1,3,2.069000000000001,1,0
0,0,36,3,1,1,4.870999999999999,0,0
0,0,12,1,11,0,1.0679999999999996,0,0
0,0,5,0,0,0,1.5679999999999996,0,0
0,0,17,2,1,0,1.4440000000000026,0,0
0,0,5,0,0,0,2.2639999999999993,0,0
0,0,7,0,0,0,0.0,0,0
0,0,45,1,1,3,2.541999999999998,0,0
0,0,17,0,1,0,2.901,0,0
0,0,16,1,1,1,0.0,0,0
0,0,10,1,2,0,2.6300000000000026,0,0
1,0,16,2,1,0,0.0,0,0
0,0,27,1,1,0,2.100999999999999,0,0
0,0,11,0,1,0,2.4009999999999962,0,0
1,0,18,1,1,1,3.537000000000006,0,0
0,0,5,0,0,1,0.0,0,0
0,0,20,1,1,0,2.6029999999999944,0,0
1,0,40,1,1,2,2.6700000000000017,1,0
1,0,15,0,1,0,2.875,1,0
0,0,35,0,1,2,2.198999999999998,0,0
0,0,30,1,1,2,2.3730000000000047,0,0
0,0,12,1,11,0,0.0,0,0
0,0,29,3,1,1,3.5629999999999953,1,0
