1,0,6,1,0,0,21,0,0
0,0,22,1,1,0,1.5130000000000017,0,0
0,0,12,1,1,0,1.5670000000000002,1,0
0,0,32,0,1,1,3.192999999999998,0,0
0,0,18,1,1,1,1.966000000000001,0,0
0,0,25,1,1,3,3.2040000000000006,0,0
0,0,38,2,1,0,2.9499999999999957,0,0
0,0,67,4,1,4,4.1200000000000045,0,0
0,0,38,2,1,2,3.3599999999999994,1,0
0,0,36,1,1,2,1.6000000000000014,0,0
0,0,51,3,1,3,2.0799999999999983,2,0
0,0,16,1,1,1,1.2000000000000028,0,0
0,0,18,1,1,1,1.7199999999999989,0,0
0,0,66,2,1,1,2.6400000000000006,0,0
0,0,27,0,1,1,1.1999999999999957,0,0
0,0,39,1,1,1,2.480000000000004,1,0
1,0,37,3,1,1,2.0,0,0
0,0,58,1,1,2,4.525999999999996,1,0
0,0,5,0,0,1,3.602,0,0
0,0,11,2,1,1,3.082,1,0
0,0,25,2,1,2,3.870000000000001,0,0
0,0,27,1,1,1,2.119999999999999,0,0
0,0,30,2,1,0,1.8059999999999992,0,0
0,0,33,2,1,3,3.274000000000001,0,0
0,0,29,2,1,2,2.3999999999999986,0,0
0,0,5,1,0,0,1.360000000000003,1,0
0,0,12,0,1,0,1.7999999999999972,0,0
0,0,38,4,1,1,2.400000000000002,0,0
0,0,41,1,1,1,2.3999999999999986,0,0
0,0,22,3,1,2,3.0000000000000036,1,0
0,0,34,2,1,1,3.6839999999999975,0,0
0,0,40,1,1,1,8.555999999999997,0,0
1,0,63,4,1,1,2.280000000000001,0,0
0,0,4,0,0,0,1.6000000000000014,0,0
0,0,58,2,1,2,3.1199999999999974,0,0
0,0,35,1,1,3,2.1200000000000045,1,0
1,0,73,4,1,0,3.0820000000000007,0,0
0,0,36,2,1,0,2.157999999999994,0,0
0,0,22,0,1,0,1.692,0,0
0,0,23,1,1,1,3.9139999999999997,0,0
1,0,14,1,2,0,40.002,0,0
1,0,14,1,2,0,1.3519999999999968,0,0
0,0,22,0,1,0,1.6469999999999985,0,0
0,0,21,0,1,0,12.761000000000003,0,0
0,0,4,1,0,1,1.392,0,0
1,0,58,1,1,0,2.3200000000000003,1,0
1,0,24,0,1,0,1.2030000000000003,0,0
0,0,26,1,1,0,10.197000000000001,1,0
0,0,32,2,1,0,2.044999999999998,2,0
0,0,47,2,1,4,3.715,1,0
0,0,23,1,1,0,2.039999999999999,1,0
1,0,25,2,1,0,2.5230000000000032,0,0
1,0,7,0,0,0,18.277,0,0
1,0,15,2,1,0,1.8399999999999963,1,0
1,0,10,1,1,0,1.5200000000000031,0,0
1,0,16,3,1,1,2.488999999999997,1,0
1,0,29,1,1,0,3.030999999999999,1,0
1,0,63,5,1,1,3.1600000000000037,1,0
0,0,46,5,1,2,1.9600000000000009,1,0
